human_uniprot	rat_uniprot
Q13287	F1LQS0
Q96F10	D3Z9J8
Q16595	D3ZYW7
A6NNP5	A0A0G2K3N0
Q969H8	M0R3V4
P01236	P01237
Q9BYC8	D4AEG6
O14880	D4ADS4
A6NH57	D3ZES1
Q8WU39	Q561R0
O95997	P97613
Q9H9S0	D3ZS29
P0C7T8	D4ACQ1
Q9HCT0	Q8VI79
Q5BVD1	F1LVG2
Q86SG2	D3ZVB9
Q9NVX0	A0A0G2K233
Q5VTH2	D3ZCQ6
P24071	D3ZRL6
P16455	P24528
Q9UKR0	D3ZD22
P20382	P14200
Q7RTU5	F1LUI6
Q15762	D3ZS97
A6NJV1	D3ZW52
Q8N183	A0A0G2JZF6
Q5HY64	D3ZB93
Q5TYM5	A1KXW8
Q96IG2	F1M768
Q96NT3	M0R6B5
Q8WXF0	A0A0G2K2F4
P09132	B2RZ66
Q9UHV9	B0BN18
Q99547	B2RYS3
Q9UKK6	B2RZ65
Q86XP6	Q29TV8
P30049	P35434
Q5HYK9	Q5MYW4
Q13158	Q8R2E7
Q0VD86	D3ZLG5
Q8WVL7	B1WC29
Q14011	P60825
Q9H9H5	D3ZT16
P61758	M0R919
H0YL14	B2GNF0
P01241	P01244
P82912	D4A040
P58557	D4A815
Q8N4Z0	A0A0G2K201
P20809	Q99MF5
Q969F1	B0K037
P06850	P01143
Q14213	M0RD76
Q9NQ25	D4ABU3
P29762	P62966
Q9UKY0	A7U7N4
Q9UK00	D4A9R5
Q96GI7	Q6Q0N2
Q13361	D3ZJB1
Q9H400	D4A1E8
Q96PC3	M0RD05
Q99218	P63278
Q02040	F1MAF2
Q9NNX6	D3ZP17
Q5T6J7	Q32PY9
Q9UBK9	Q63ZY7
Q96GL9	D3ZIK4
A6NFA0	Q642A3
Q96AZ6	A0A0G2KA38
Q7Z6W1	D4A4E7
P62829	P62832
Q96GE6	B0BNB8
Q6UWF9	D3Z9K6
O15514	D4A259
P30990	P20068
Q96NT0	B2GV96
Q8WXI8	Q69FH1
Q8TAC1	D3ZF58
Q9UKR5	D3ZBN4
P59773	F7EQ04
Q6XYB7	D4A7L0
Q8TAT2	D3ZVI0
A0JLT2	D3ZAP1
Q9Y587	F1M5X2
Q96A84	D4A468
Q9H3V2	D3ZJ02
Q96B54	D4A7Q6
Q8N3H0	F1LV54
P53816	P53817
Q9BQB6	Q6TEK4
P36639	P53369
P13726	P42533
Q96NS1	Q5XID5
A0A1B0GTK4	A0A0G2JTZ0
O14921	D3ZCS1
Q7Z7G2	D3ZM85
O75865	D4A3S0
P09919	P97712
Q14019	B0BNA5
Q8TCI5	D3ZDE7
Q96LR4	B1H244
Q7Z5G4	Q6AYQ1
Q9UL33	B2RYU6
P0DMS9	Q4V8H0
Q8N2G4	Q66H42
P16104	D3ZXP3
P36954	D4A531
Q6T311	Q6IMA9
Q13595	B1WC25
Q9UHF3	Q9QXT3
Q9BQE5	M0RCB7
P33316	P70583
Q13503	D4AA11
Q96KR6	B2RYM8
Q9P003	D3ZTY0
Q8IXA5	F1M6E7
Q99966	A0A0G2JVK0
Q8NHV5	A0A0G2JU38
A6NIK2	D3ZED9
Q9BXN2	B5BUZ1
B6A8C7	D3ZW99
P26885	D3ZZR9
Q5JTZ5	D4A4N9
Q9Y3E0	B0BNB0
P07737	P62963
P61353	P61354
Q5VZ03	D4A212
P35548	P52953
Q7Z5H5	Q5J3E2
P18510	P25086
P20138	F1LTZ3
Q8TB05	Q6AXN0
Q8WVP5	M0R7K3
P09455	P02696
Q9Y244	A5HKJ3
Q5T2D2	D3ZF32
Q16548	G3V977
P18509	P13589
Q3MIW9	Q6MG22
Q96DD0	D3ZXS4
P22301	P29456
Q8WYK2	Q78E65
O94772	F1LNW6
Q6PEY1	G3V7A2
Q9GZX6	G3V6X6
Q9BTA0	M0R8L1
P41222	P22057
Q8N983	D3ZXF8
Q8N456	Q66HD6
Q7Z6V5	M0RA73
Q9Y6W8	Q9R1T7
Q96QH8	M0RCC1
Q5SZB4	A0JPQ0
Q7Z7N9	D3ZRN1
Q6P1K1	B0BNL4
O75947	P31399
Q8IYL3	Q5M951
Q6UW49	A0JPP4
P48201	Q71S46
Q99801	Q497B7
P11686	P11685
Q8WW12	Q7TP40
P62910	P62912
Q8NDY8	D3ZP55
O43561	O70601
A6NCF6	Q5XIK4
P42081	O35531
Q7Z5A7	M0R7X9
O75817	D3ZQJ2
Q9H293	D3ZLB1
Q14919	A0JPP1
Q5BJH2	B2RZ32
P01213	P06300
Q9BTT4	D4A7K6
P49918	Q69DC1
P0C6A0	D3ZEB4
O14960	D4A526
Q9H061	Q5HZA9
O14944	Q9Z0L5
Q7L2Z9	Q66H02
P50583	Q6PEC0
P50583	D3ZH27
Q01151	B2GV95
Q04837	P28042
Q9P0R6	Q5PPI3
Q8N3F0	Q5XI20
P41159	P50596
Q9H5F2	D3ZGF3
P53567	P26801
Q86SX6	D4ADD7
Q2M5E4	A0A0G2JZN6
O14521	Q6PCT8
Q9GZP7	Q5J3D9
Q69YG0	D3Z8L0
Q9GZV1	D3ZM27
Q9Y3P8	Q5M869
Q92982	P70617
Q6UXH0	D3ZMI0
Q13522	P19103
Q96MA1	D4A494
P47813	B5DF60
Q8TE69	D3ZPT1
Q8N307	B2RZ35
P10620	P08011
Q96F05	Q4V7A5
O60234	Q80T18
Q9NW61	B4F791
P49789	Q9JIX3
P49771	A0A1W2Q6J3
Q9UK33	D4A235
Q13519	Q62923
Q9BUY7	Q6AXQ2
P61970	P61972
P25398	D3ZHB3
Q495A1	D3ZTQ2
Q8IUX1	B2RZD2
P10109	P24483
Q8N6M9	Q5U2P3
O95214	Q6PDU4
Q8NEW7	D4AE26
Q8WW14	D4A2P4
P11441	B2GV38
P12318	P27645
P12318	Q63203
P31994	P27645
P31994	Q63203
Q06141	P25031
Q8TD35	D3ZIM8
Q9BXG8	Q6AXY9
Q8TA86	F1LYD8
P27449	P63081
O14561	D3ZF13
P68431	Q6LED0
P02585	Q304F3
P09382	P11762
Q9NXI6	D4A7F1
Q5VVX9	F1M158
P84243	P84245
P00441	P07632
Q9BUA6	D3ZCI9
Q969S6	D4ABS8
Q96C90	Q8K3F3
P57105	Q9WVJ4
P29373	P51673
P05019	P08025
O76095	O88823
P02144	Q9QZ76
Q9H1Z8	D4A540
Q9BYC9	B2GV62
P08708	P04644
Q71DI3	D3ZJ08
P07360	D3ZPI8
O15318	D4A1K1
Q9HBL6	M0RBC9
Q15287	Q6AYK1
Q8NCQ7	Q4V7B4
Q9ULZ3	G3V8L1
Q5GAN6	Q5GAM0
Q9BY14	Q924B5
Q9NYY1	D4A2T8
Q3C1V0	D3ZUX6
P62244	P62246
Q4G0S7	F1M7D1
Q96AT1	Q5RKH3
P13378	F1LWY9
P46779	D3ZJD3
O60896	Q9JJ73
O95931	P60889
Q8IXB3	Q2MHH0
Q13103	Q62740
O95236	Q5U1W1
Q14129	B0BNH6
Q96DU3	D4A6B3
P80188	P30152
P01185	P01186
Q02363	P41137
P62987	P62986
Q96LM6	D3ZLQ5
Q15404	D4A8F2
Q96KJ9	Q91Y94
Q9NQ60	Q2LCV6
Q9UMR7	Q67EQ0
O15243	Q9JLS8
Q12988	Q9QZ58
Q7Z6I8	M0R469
P09693	Q64159
Q9NPJ8	B2GV77
Q04941	Q6P742
O95295	P60192
Q9BZ81	D4A972
P61964	Q498M4
O00287	Q4KM44
Q9BQ13	F1M0C4
P01222	P04652
P14770	Q4AEG0
Q7RTR8	D4AEI0
P50120	P06768
Q6P3W2	F1M2S2
Q9NPB0	D3ZQ21
A6NHN0	D4AD22
P55008	P55009
Q8N5K1	D4AAE9
Q8N6L1	B2RZC9
Q9NQE9	Q8K3P7
Q9NX24	B1WC56
Q8WWA1	D3ZHS0
Q8NFZ6	Q5J3H2
P62847	P62850
P62847	D4ACJ1
Q9H773	Q91VC0
Q9Y547	A0A0G2K664
P32320	D4AC20
O95415	Q5PPK1
A0A1B0GVS7	M0RCV2
Q9HBL7	D4ACN8
Q9Y3D3	D4A7X1
Q6PIZ9	F7F6T0
Q8WWZ1	D4A9I5
P57077	A0A0G2K9U9
Q01130	Q6PDU1
Q8N9A8	D3ZJA8
Q7Z6A9	Q6PNM1
Q9BQ61	D3ZGR7
O15392	Q9JHY7
P20674	P11240
Q8NI29	M0RA85
Q9P031	D4ADF2
Q12798	G3V832
Q6ZNR0	D4A8D1
Q14512	Q9QY10
A6NK44	D3Z9B0
Q15121	Q5U318
O75594	Q9JLN4
Q9BT23	Q4KM31
P04054	P04055
Q8N9N8	Q5RKI6
Q9BRJ9	D3ZUG3
O75379	A0A096MJ99
Q00604	D3ZEP2
Q8NDX6	D4A538
A6NCJ1	D4A8Z4
O75144	F1LVL2
Q52LC2	D3ZA00
Q9NY12	Q6AYA1
O75575	Q8VHM6
Q6UX40	D3ZFW5
Q9UHD0	D3ZFI7
Q9BPZ3	Q6AXZ0
Q13901	B5DEI6
Q96C01	B0BN94
I3L3R5	M0R3Q4
Q6UXV1	M0R6Z0
Q8N4B1	D3ZL52
Q13316	P98193
P34096	O55004
Q8NHS1	D3ZQB5
Q96NB1	B0BN31
Q6UE05	D3ZKV0
Q9Y3D9	D3ZIN7
P84103	Q0ZFS8
Q6ZR85	D3ZP65
P02100	O88752
Q07108	Q5M851
Q96A26	Q4QQV3
P61236	D4A0Y3
Q9NQ92	D3ZB92
Q9P0J0	D3ZE15
P26718	O70215
Q7Z713	B2RYS4
Q16873	Q925U2
Q13442	Q62785
P68871	P02091
Q9Y6G3	P0C2B9
Q8IY31	D3ZSV1
Q9BWH2	A0A0G2JX60
Q86TI4	A0A0G2K7Z2
Q7L7L0	Q4FZT6
P04908	G3V9C0
O75494	Q4KM38
Q96R05	D4ABD9
P82664	Q7TQ82
Q6FI13	P0CC09
Q93077	P0C169
Q96FZ5	D4A768
Q8TAD2	A0A0G2K812
Q5T4T1	Q7TQ79
Q16540	Q63750
Q8IYI0	D3ZVK4
Q86X53	F7FM87
Q6QAJ8	D4A6Z7
Q7Z5A8	F1LXB8
P0C0S8	P02262
P0C0S8	P0C170
Q8TCZ2	F1M1I3
P35268	P47198
Q96B01	A1A5P3
Q9UGN4	A2TGX5
A8MZ26	D3ZFC8
Q96DX5	F1M6U5
Q8NDX9	Q6MG53
Q8IUE6	D3ZWE0
O15499	D3Z9R9
Q6GPH4	D3ZPQ3
Q9NY25	D3ZPN6
P01591	G3V6G1
A2VDF0	D4ACG8
A8MZG2	A0A096MJ85
Q9NZC2	D3ZZ89
Q9NV12	Q5M826
P02766	P02767
P57054	B2GUT8
Q9BUE6	Q80W96
Q6GMV3	D3ZBG6
P02745	P31720
Q8N4V1	B5DF51
P62899	P62902
A8MV24	F1LW61
Q96JQ5	M0R3W2
Q13021	Q5EB48
P48307	G3V7D5
O15235	D3ZQX3
A6NCS4	B1H280
P49773	P62959
P0DTU3	F1LME6
Q7Z4W2	D4A0W0
Q6UWQ5	D4A0W0
P55769	P55770
Q02577	D4A265
Q9H633	Q6MFZ6
Q9UL45	Q4V8A6
O60688	D4A9Y3
Q9P0N5	B6ID01
P54849	P54848
Q8NI22	Q8K5B3
P60673	M0RCP6
Q9NPB3	M0R793
P15514	P24338
P60323	D4A138
Q3KNW1	D3ZYQ2
Q96A00	Q99MC0
P00167	P00173
Q86YL5	Q498E2
Q9NQ88	Q566D2
Q15543	B2RYQ7
Q13477	O70540
Q96PG2	D4A504
Q8WV48	D4A3Y2
Q5VZQ5	Q6AXY6
P35247	P35248
Q01362	P13386
P42773	Q8R5G4
Q99674	P97586
Q9P032	Q9NQR8
P05451	P10758
P48304	P10758
P46776	P18445
P21741	Q9R1S9
P35318	P43145
P01178	P01179
P01225	P18427
P0C0S5	P0C0S7
P61916	F7FJQ3
Q71UI9	D4AEC0
P62851	P62853
Q9NQP4	M0R5N4
O95760	Q66H70
Q3KNT9	D3ZZS5
Q8TF66	Q8R5M3
Q9UK76	Q6AXU6
Q8TDQ1	Q566E6
Q8WYR4	A0A0G2K8M2
E5RG02	Q6IE63
O95562	Q4FZV2
Q9H9R9	Q5M831
Q03393	P27213
P62699	D4A4Q3
O43598	O35820
P33681	G3V671
Q6QNY0	D4A3V6
Q5T5A4	D3ZNI7
Q96RK1	Q99MA0
Q8IUA0	F1LW49
A6NFT4	A0A0G2K0J5
Q9UBF6	D3Z8P1
Q9NXJ0	F1LVJ1
Q8TD94	D3ZVG6
Q9GZP4	D4ABS5
P78537	D3ZKU7
P62807	A0A0G2JXI9
P62807	G3V8B3
Q16778	A0A0G2JXI9
Q16778	G3V8B3
P06899	G3V9C7
O60814	G3V9C7
Q9Y3C4	Q5PQR8
Q96L94	D3ZYB1
Q9P0M9	D3ZTW8
O14684	Q9JHF3
Q96C57	Q5I034
Q9BTM1	A9UMV8
Q9NQS1	D3Z853
O94817	Q2TBJ5
Q6RW13	Q642A2
A8MZF0	A0A0G2K2F1
Q8N257	M0RBQ5
Q14116	P97636
Q92934	O35147
Q16520	D4A7E1
P05413	P07483
O14810	P63041
Q9H0R8	Q0VGK0
Q7RTV0	P83871
Q9H8M9	D4A3V0
O95563	P38718
Q96HP8	Q4G068
Q9H875	B0BMS9
Q4G0W2	M0R5X0
P16949	P13668
P58876	D3ZWM5
O95229	Q8VIL3
Q9H492	Q6XVN8
Q9Y5J5	Q5PQT7
Q16777	D4ACV3
O00488	B2GV37
Q6PL45	D3ZD16
P23582	P55207
P01160	P01161
Q9BV90	D3ZE11
Q9H5J8	Q5M948
Q14162	A0A0G2K5E2
Q8N5N7	D3ZYL4
Q8NDD1	Q3KRF3
Q9BUV8	Q5FVK9
Q8IZU3	Q63520
O14933	Q4V8J2
Q6P1L8	Q7M0E7
Q9BYD5	D3Z8G9
Q6ISU1	P0C6B3
Q96EE4	B5DEZ3
Q9Y237	M0RCP9
P38936	Q64315
Q9BSG5	D3ZWD2
Q9Y2Q5	D4A465
Q86U28	D4A4L5
Q8WVE7	A0A0G2KB13
Q8NET5	F1M0C3
Q9BXK1	B2GUY9
Q6QHK4	D4AD65
Q7RTV5	D3ZAK1
Q9GZP1	B0K009
Q86YW7	Q5VJF5
Q9H4X1	Q9Z2P4
Q13007	Q9JI24
P13727	Q63189
P63272	B5DEM7
P0CG01	F1M498
O75496	D3ZWJ0
Q6ZNK6	Q5BK67
P40933	P97604
A0A087WXM9	D3ZAX6
B0FP48	D3ZXT5
E5RIL1	D3ZXT5
Q6P5R6	B2RZD5
Q96HA4	Q5XIR1
P62877	Q498D8
O43768	P60841
Q16617	Q9WVL9
Q9UMY1	D3ZAQ6
Q96E14	D4ACT0
Q9UNK4	Q5BK35
O95166	P60517
O15205	Q921A3
O15540	P55051
P41208	G3V9W0
Q92748	P04143
Q9BYN8	Q9EPJ3
Q9BRQ6	D4A7N1
Q9Y2Y1	Q5FVH1
Q9H5H4	D3ZGK0
Q8IWC1	M0RCJ5
P13385	F1M2P2
O43169	P04166
Q06055	Q06646
Q8WTQ4	D3ZYH9
P62854	P62856
Q9H246	D3ZU88
P47224	Q08326
Q15649	D4AA75
Q13542	Q497A9
O95711	D3ZAS0
Q9NX14	D4A7L4
Q99622	D3ZMS0
P02689	D3ZFG5
P04234	P19377
P15090	P70623
A4QMS7	M0R5R5
Q9GZQ8	Q62625
Q8N4Q1	Q5BJN5
P02746	P31721
A8MT33	D4AAR3
P10412	P15865
P98179	Q925G0
Q19AV6	D3ZF66
Q96MG2	D4A2V6
O95164	Q5BJT2
Q9HBJ0	Q4V7E2
Q01469	P55053
Q9UKJ1	F1M5V8
Q8NAM6	F1LU86
Q9BRT2	B5DFN3
O95990	M0R3K6
P62316	B5DES0
P16401	D3ZBN0
Q9NWH2	D4A7K0
Q8IV31	D4AC26
A4D1Z8	O88644
P52758	P52759
Q02535	P41138
P60520	P60522
P05014	A0A0G2K3I2
P01562	A0A0G2K3I2
Q96LY2	F1M8E1
O60675	Q6IRI7
Q9H2L4	D3ZUD9
P39877	P51433
Q13261	F1M293
Q9NWQ9	B0BN25
P60866	P60868
Q96LX8	Q6AZ70
Q96A57	Q5BJP5
Q5TGU0	M0RA45
Q9NUG6	Q642A0
A6NC86	D4A499
O75951	A0A077S6M4
Q8IWL1	P08427
Q9BQY9	Q331S7
P62502	Q6KGV4
Q96B42	Q6DGF8
Q6ICI0	A0A096MK95
Q9H6L4	B2GUY5
Q9NPJ3	D3ZA93
Q8WUH1	B5DER2
Q8N907	D3ZGN3
Q96C55	A0A0G2JUJ1
Q5GAN3	Q5GAL7
Q8WZ59	D4A5Y0
P56556	D4A3V2
P52435	D3ZQI0
O00110	D3ZKH1
Q01658	Q5XI68
Q9UJQ7	D3ZCM8
Q9NRC9	D4A1F5
Q16864	P50408
P61626	P00697
O60894	Q9JJ74
Q96KX0	D4ABW7
A6NIV6	F1LVF0
P48645	P12760
P12319	P12371
Q9UHA4	Q5U204
O15496	Q9QZT3
A0A1B0GUX0	D4A609
Q5FWF7	D3ZKN5
P17568	D3ZLT1
P69905	A0A0G2JSV6
Q9NX55	F1M8A5
Q9BU79	G3V9U5
Q8N100	D3ZG53
Q9NS69	Q75Q41
Q8WWF3	D3ZDF5
P02008	G3V8R3
Q9ULR5	D4AAB9
P29459	Q9R103
O60519	Q5BJU6
Q6NVU6	M0RCY7
Q9NPJ4	Q66HE1
Q8WWX9	A0A0G2JZZ4
O15212	Q6MGC4
Q9NWB6	Q5BJT0
Q6UWM5	D3ZI91
Q9BYZ8	Q68AX7
Q9Y6A9	D3ZFK5
P42766	P17078
Q8WVF2	B9TQX4
P41567	B0K008
Q5JVX7	E9PT12
Q9H2W1	F1LZT4
Q8WW32	D3ZMW8
B9A064	F1MAM7
Q15369	P83941
O60739	B5DFN1
Q9BUV0	Q5U2S0
Q9NS71	Q6SJV7
Q15370	P62870
P15502	Q99372
Q6P6B1	F1M6T7
O95971	D3ZBA3
Q9Y2B4	D3ZIG2
Q96A08	Q00729
A6NL82	D3Z8P9
P62888	P62890
O14737	D4ADF5
P62861	D3ZGS7
Q9NTK1	Q5BMD4
P63172	Q9Z336
P20366	P06767
Q9H098	Q5U4F3
Q6ZNQ3	A0A1W2Q640
Q6PUV4	P84087
A8K4G0	F1M578
Q99576	Q9EQZ1
Q56VL3	D4A4Q4
O95998	F7F5P4
O96001	Q8CJC8
Q6UW88	D3Z9P6
Q9H7C9	D3ZZQ4
Q8WW18	M0R8V6
Q9H1E3	Q9EPJ0
Q9H7E9	D3ZDG0
P12272	P13085
P0CG13	P0C6T1
Q496F6	D0V9T4
Q9Y3D7	D3ZZV1
P50914	Q63507
O14931	Q8CFD9
P16402	M0R7B4
Q96HQ2	Q5RK03
O43325	B2RYU8
Q9ULC0	Q6AY82
Q96DZ9	D3ZQ46
O60925	D3ZX38
Q5GAN4	Q5GAL8
A6NI87	F1M5C8
Q7Z6K4	D3Z9S9
Q9Y5T4	D3ZCM4
Q96H15	D3ZXT7
Q02575	D3ZN93
Q69YW2	D4A4F9
P42772	P55272
Q86VG3	F1LQ29
Q96HJ5	D4A4C7
P10606	P12075
A6NGB0	D4A9X5
P12104	P02693
P49207	D4A4W9
O15155	Q62896
Q5TBC7	D4A1Q8
O60880	B2RZ59
P18077	P04646
P40197	G3V9H9
P05496	Q06645
Q9NXH3	Q8K3F4
Q96MD7	Q68FU5
Q9NZV6	Q52KJ8
Q9H3J6	F1LWN5
O15116	D3ZWB1
Q8N7C4	M0RD60
P07305	P43278
Q6ZVE7	D3ZFB0
Q9NV29	Q569C0
Q8TCA0	F1LUD9
Q9NS18	Q6AXW1
P14555	P14423
Q9NQM4	A0A0G2K9P7
O60783	B2RYT4
P47914	P25886
P0DH78	D3ZL60
O14836	F1LX35
P83881	P83883
A2A3L6	F1LUG6
P41134	P41135
P56211	Q712U5
A6NNB3	G3V7W9
Q96D05	B0BMZ1
P04216	P01830
P0DMB2	A0A1W2Q6G0
Q16674	Q62946
Q5U649	Q4KLZ4
O15432	D4AAE7
Q9BVM4	Q4KM86
Q96HJ9	Q4G012
P04183	P27158
Q9H9V4	F1LZF5
P61803	P61805
Q9Y3E2	Q06C60
Q4U2R6	D3ZPE6
P82932	F1M6D0
Q15038	P60486
Q9P1U0	Q6MFY5
Q9BTL3	D4AD33
A0A3B3IU46	D4AD33
Q9BRA2	B0K010
O76096	D3ZCV2
Q6PH81	B2RZC8
Q14761	Q5I0I6
Q86WN2	F1LVL8
Q9NRX4	D3ZP47
Q969L4	B2RYU1
Q494R4	Q5FVL4
P61278	P60042
A6NF36	D3ZHS2
Q96PE5	Q56A26
P01229	P01230
Q8IZJ0	A0A0G2JWM7
Q8IZJ0	F1M3K4
Q8IZI9	A0A0G2JWM7
Q8IZI9	F1M3K4
P12018	D4AA00
A6NGE7	M0RCU5
Q02223	D3ZKQ8
Q9BV81	D4ABX9
Q8WXF3	Q8BFS3
Q9BZW8	Q9JLM2
Q8TBP5	Q5FVQ7
P51808	Q5XI90
P68106	P97534
Q8WY98	M0R8F2
Q7Z4S9	D3ZV94
Q9NP84	G3V6F9
Q6UYE1	D3ZVY5
Q96B96	Q6UK00
P55957	Q9JLT6
P53801	Q6P767
Q6PF18	M0R7B3
Q8N5I9	F1M6B3
Q8NHR9	Q5IRJ7
Q5SVJ3	D3ZSS7
A1A4G5	M0R6C5
Q969W3	A0A0G2KAE7
P35070	Q9JJM4
Q9Y2R5	D3ZTR1
A8MTL0	D3ZE78
Q9HB31	Q9ERS8
O75368	B5DFD8
Q6UX52	M0RB05
Q96T91	Q925Q4
Q15828	Q8VHC1
P03950	Q5GAM5
P14174	P30904
P16150	P13838
A6NFH5	B7SUM8
Q8WWB3	D4A767
Q9Y3M2	Q8K4I6
Q8N7X8	A0A0G2K443
Q99990	A0A0G2K772
Q9Y6J6	P63161
Q5JS54	B2RZB8
H3BQW9	D4A5X2
Q86Y79	F1M8A9
O14519	B0BN48
Q9BT73	D3ZIU2
Q8N1L9	D3ZT85
Q99969	Q5BK77
Q9Y3C7	D4A7J4
P09326	P10252
Q8TBM7	Q5U220
Q6IPT2	D4A176
A0A1B0GTL2	D3ZCA7
Q7RTS1	P70562
Q3YBM2	Q925D4
P0C851	D4A4M4
Q9BRT3	D3ZSU7
O95867	D3ZX79
Q9P021	Q792Q4
A8MUX0	A0A0G2KA19
Q8WW35	D3ZD38
P84090	A0A0G2KAN5
Q5SXM8	D3ZWJ1
O96015	Q5PPH7
P62942	Q62658
Q96J86	Q5PQS5
P10966	P05541
Q99929	P19360
Q5BKY1	D4AAU8
Q5T7R7	F1LT57
Q8N112	A0A0G2KAD9
Q9UJ90	A5HKJ1
A0A1B0GTD5	D3ZMG5
Q8TDP1	D4A434
Q6UX46	B2RZ42
Q8WXS3	Q920K5
Q6JVE6	E9PTR6
Q8N4K4	D3Z960
Q9Y3D5	D4A4V1
P01282	P01283
E9PB15	M0R7Z4
Q9Y5U8	P63031
P20800	P23943
P52657	O08950
Q8IV50	A0A0G2K146
Q6QNY1	Q32WR5
P61457	P61459
Q8N6M8	D3ZLI2
Q9BRA0	G3V785
P02747	P31722
Q99735	A0A0G2JU12
P00709	P00714
P07998	P00684
Q9NVM1	B2RZB3
P53999	Q63396
Q16568	P49192
Q5TGS1	Q04667
Q6PI97	D4A4Q6
P21854	Q5BK59
Q9NZG7	Q9JHE8
Q92522	D3ZIX4
Q2M1V0	F1M478
Q6JVE9	B3EY82
P58294	Q8R414
Q8NB50	A0A0G2K5I8
P47929	P97590
O15304	P59692
Q8NDB6	M0R905
Q9NRP4	Q6TUF2
O95751	D3ZTE6
Q9BSY4	B0BMY5
Q9GZY6	Q8CGL2
P51161	P80020
Q8WUR7	Q505I4
Q96E93	Q64335
Q9NZ42	Q6QI68
P07148	P02692
Q5BN46	D3ZTM5
Q9UI30	B2RYS9
Q9Y4Z0	D4A2C6
Q13541	Q62622
Q9H607	B5DFM2
P60321	D4A4B3
Q9NS64	Q5BJN9
Q3KRA6	M0R9J6
Q6GV28	Q6GV27
P01034	P14841
Q8N6N6	D4A230
P0C7W0	A0A0G2K7K1
Q9NR33	D3Z9P5
Q7RTU0	A0A0G2JWM6
Q9H1P6	D4A8H6
O75896	D3Z8Q5
Q5T686	Q8VDA6
Q15672	Q9EPJ1
O60895	Q9JHJ1
Q9Y4H4	Q6MG88
Q8N6L7	Q6AXS2
O95139	D3ZZ21
A6NEH6	M0R929
P63316	Q4PP99
P14927	B2RYS2
Q12918	A4KWA1
Q0VAF6	O35775
O95059	D4A157
Q9BXU2	A0A0G2JYV7
Q6ZSJ8	D3ZK76
Q9HCQ7	Q9ESQ9
Q13241	O35778
Q7Z7K0	D3ZTN2
Q53RE8	D4AAF1
Q8WWY6	D3ZQM6
A6NFE2	D3ZFT3
Q9NZF1	B5DF36
Q7Z5L4	Q920Q3
P0DP25	P0DP30
P0DP25	P0DP31
P0DP25	P0DP29
P0DP23	P0DP30
P0DP23	P0DP31
P0DP23	P0DP29
P0DP24	P0DP30
P0DP24	P0DP31
P0DP24	P0DP29
P35244	D4A845
P0CF51	A0A0G2K8N2
Q8N2U0	F1LYI7
Q96BP2	B5DER5
P23327	G3V8S6
Q5QGZ9	M0R761
P01732	P07725
P13725	Q65Z15
P0DP58	D4A6F2
P17096	Q8K585
A6NKD2	Q9R1M3
O95168	F1LPG5
Q9Y3U8	F1M706
Q9Y3U8	P39032
P63165	Q5I0H3
P09681	Q06145
Q9BXU0	D4A057
Q86Y39	Q80W89
Q6PIF2	D4A671
O60542	O70301
Q2I0M4	Q6P7C4
P61927	P61928
Q96A59	D4A1D5
P0DMQ9	M0R8B2
Q9UK45	D4A2D8
P62805	P62804
P99999	P62898
P11226	P08661
Q8N111	Q5FVI4
O95182	A9UMV9
P01275	P06883
Q9BYR8	D3ZZR8
Q5TZF3	D3Z8M5
P62310	D4A7U6
Q6P5S7	D3ZIM6
Q9UBU3	Q9QYH7
Q96RJ6	D4A114
P61366	P61365
Q9NSK7	D3ZWS2
P54851	Q66HH2
Q6UXN2	F1LU58
P46695	Q6MG18
Q9UKY7	Q5XIM5
Q9NYG5	D3ZXH8
P06727	P02651
Q9BW61	D4AED2
Q15170	Q5PPP3
Q14242	F6T9E7
Q2M2E3	Q6AXT9
Q96DE5	D3ZDN9
Q6NZ67	D4AA02
Q8IXM3	Q5BJX1
Q5JX71	D3ZKD8
P13232	P56478
Q8N7M0	D3Z8A1
Q9Y3B4	M0R835
Q86VQ3	Q5XHX6
Q96HE8	A0A0G2K5V3
O95925	D4A2Z2
Q53QV2	A0A0G2KAD4
Q9NZ45	B0K020
P33764	P62819
Q93091	Q6QDX6
P06312	F1M1R0
O75380	D3ZCZ9
Q9H840	M0R5G2
Q9Y6B2	B1WC74
P20472	P02625
Q8TDB4	D4A4W7
A0A1B0GTZ2	D4A4F0
Q8WUE5	A0A0G2K9A4
O95750	Q8VI81
P57738	Q5XIF1
Q9Y421	B2RYG1
Q9NRF9	Q642A5
Q96LR7	D4A5F3
Q6ZNM6	D4AAL1
Q6ZQX7	D3ZRL2
P60568	P17108
P51397	Q9QX67
Q96LP6	F1M0M5
Q3LI83	M0R854
Q86TS9	B2RYV8
Q9BTM9	B6ID11
P61604	P26772
O75956	D4A033
Q8N1N0	P10716
Q96QK8	Q498C7
Q6UX39	Q3HS82
Q86WX3	A0A0U1RRW3
Q8WWG1	A0A0G2JYC9
P31025	P41244
P15382	P15383
Q86Y22	Q810Y4
Q8N8F7	D3ZU79
Q6P161	D3Z9K2
Q9H114	D3ZZA3
Q99417	D4A7F2
P0CE72	P02631
Q6NZY7	D3ZWQ6
Q9NRY2	D3Z914
O95715	Q8K453
P61218	O88828
A6PVL3	D4A6C8
P12074	P10818
A0A0B4J1X5	A0A0G2K7S9
Q96PD4	Q5BJ95
A6NKF7	D4AAB3
O95298	Q5PQZ9
Q9NP99	D4ABU7
